"var","Split","freq","opt_value","iter","forest"
18,0.9115,0.1661,9.13852622991837e-06,1,"Forest_disc_DIR50"
19,-0.93893,0.1651,0.000161063224098543,1,"Forest_disc_DIR50"
19,-0.84702,0.1523,0.000161063224098543,1,"Forest_disc_DIR50"
19,-0.08808,0.3183,0.000161063224098543,1,"Forest_disc_DIR50"
19,0.28308,0.1852,0.000161063224098543,1,"Forest_disc_DIR50"
19,0.76278,0.1779,0.000161063224098543,1,"Forest_disc_DIR50"
20,-0.0592,0.2129,5.31284128898246e-06,1,"Forest_disc_DIR50"
20,0.0879,0.0439,5.31284128898246e-06,1,"Forest_disc_DIR50"
20,0.2851,0.3717,5.31284128898246e-06,1,"Forest_disc_DIR50"
20,0.7364,0.1671,5.31284128898246e-06,1,"Forest_disc_DIR50"
20,0.785,0.2043,5.31284128898246e-06,1,"Forest_disc_DIR50"
21,-0.19773,0.1667,3.30466987348295e-07,1,"Forest_disc_DIR50"
21,-0.02939,0.1666,3.30466987348295e-07,1,"Forest_disc_DIR50"
21,0.05478,0.1667,3.30466987348295e-07,1,"Forest_disc_DIR50"
21,0.62709,0.1667,3.30466987348295e-07,1,"Forest_disc_DIR50"
21,0.89571,0.1667,3.30466987348295e-07,1,"Forest_disc_DIR50"
21,0.89586,0.1667,3.30466987348295e-07,1,"Forest_disc_DIR50"
22,0.2006,0.4988,2.94055724129348e-06,1,"Forest_disc_DIR50"
22,0.909,0.5012,2.94055724129348e-06,1,"Forest_disc_DIR50"
23,-0.91869,0.1666,1.08877125977469e-05,1,"Forest_disc_DIR50"
23,-0.91414,0.1662,1.08877125977469e-05,1,"Forest_disc_DIR50"
23,-0.79481,0.1672,1.08877125977469e-05,1,"Forest_disc_DIR50"
23,-0.26821,0.1299,1.08877125977469e-05,1,"Forest_disc_DIR50"
23,0.1444,0.0549,1.08877125977469e-05,1,"Forest_disc_DIR50"
23,0.16848,0.1664,1.08877125977469e-05,1,"Forest_disc_DIR50"
23,0.17811,0.054,1.08877125977469e-05,1,"Forest_disc_DIR50"
23,0.76811,0.0946,1.08877125977469e-05,1,"Forest_disc_DIR50"
24,-0.79742,0.051,0.000247005278834334,1,"Forest_disc_DIR50"
24,-0.008,0.0574,0.000247005278834334,1,"Forest_disc_DIR50"
24,0.16761,0.0569,0.000247005278834334,1,"Forest_disc_DIR50"
24,0.2284,0.2796,0.000247005278834334,1,"Forest_disc_DIR50"
24,0.57034,0.1667,0.000247005278834334,1,"Forest_disc_DIR50"
24,0.68517,0.1662,0.000247005278834334,1,"Forest_disc_DIR50"
24,0.7392,0.0556,0.000247005278834334,1,"Forest_disc_DIR50"
24,0.87344,0.1662,0.000247005278834334,1,"Forest_disc_DIR50"
25,-0.38691,0.1668,3.98279492588106e-08,1,"Forest_disc_DIR50"
25,-0.1291,0.4994,3.98279492588106e-08,1,"Forest_disc_DIR50"
25,0.22813,0.1671,3.98279492588106e-08,1,"Forest_disc_DIR50"
25,0.81951,0.1667,3.98279492588106e-08,1,"Forest_disc_DIR50"
26,-0.0231,0.0219,0.000156379666489565,1,"Forest_disc_DIR50"
26,-0.0169,0.1801,0.000156379666489565,1,"Forest_disc_DIR50"
26,0.4727,0.0229,0.000156379666489565,1,"Forest_disc_DIR50"
26,0.9154,0.1664,0.000156379666489565,1,"Forest_disc_DIR50"
26,0.9428,0.0535,0.000156379666489565,1,"Forest_disc_DIR50"
26,0.972,0.2777,0.000156379666489565,1,"Forest_disc_DIR50"
26,0.9727,0.2772,0.000156379666489565,1,"Forest_disc_DIR50"
27,-0.883,0.2771,4.00652765889924e-05,1,"Forest_disc_DIR50"
27,-0.197,0.2246,4.00652765889924e-05,1,"Forest_disc_DIR50"
27,-0.153,0.0558,4.00652765889924e-05,1,"Forest_disc_DIR50"
27,0.217,0.1672,4.00652765889924e-05,1,"Forest_disc_DIR50"
27,0.387,0.0549,4.00652765889924e-05,1,"Forest_disc_DIR50"
27,0.705,0.1646,4.00652765889924e-05,1,"Forest_disc_DIR50"
27,0.838,0.0556,4.00652765889924e-05,1,"Forest_disc_DIR50"
28,-0.3738,0.166,1.23589576157505e-05,1,"Forest_disc_DIR50"
28,-0.0857,0.0558,1.23589576157505e-05,1,"Forest_disc_DIR50"
28,-0.0737,0.1674,1.23589576157505e-05,1,"Forest_disc_DIR50"
28,0.2744,0.3891,1.23589576157505e-05,1,"Forest_disc_DIR50"
28,0.8685,0.0552,1.23589576157505e-05,1,"Forest_disc_DIR50"
28,0.8965,0.1664,1.23589576157505e-05,1,"Forest_disc_DIR50"
29,-0.8862,0.0556,1.976246281439e-07,1,"Forest_disc_DIR50"
29,-0.7238,0.0556,1.976246281439e-07,1,"Forest_disc_DIR50"
29,-0.2647,0.1666,1.976246281439e-07,1,"Forest_disc_DIR50"
29,-0.2275,0.1666,1.976246281439e-07,1,"Forest_disc_DIR50"
29,0.2533,0.3332,1.976246281439e-07,1,"Forest_disc_DIR50"
29,0.6507,0.0557,1.976246281439e-07,1,"Forest_disc_DIR50"
29,0.7444,0.1668,1.976246281439e-07,1,"Forest_disc_DIR50"
30,-0.6819,0.1646,6.77527936023089e-05,1,"Forest_disc_DIR50"
30,-0.0667,0.0562,6.77527936023089e-05,1,"Forest_disc_DIR50"
30,0.1889,0.1674,6.77527936023089e-05,1,"Forest_disc_DIR50"
30,0.2242,0.0562,6.77527936023089e-05,1,"Forest_disc_DIR50"
30,0.2362,0.1668,6.77527936023089e-05,1,"Forest_disc_DIR50"
30,0.3166,0.1674,6.77527936023089e-05,1,"Forest_disc_DIR50"
30,0.5509,0.0552,6.77527936023089e-05,1,"Forest_disc_DIR50"
30,0.8593,0.1664,6.77527936023089e-05,1,"Forest_disc_DIR50"
31,-0.94608,0.1653,0.000129167743774315,1,"Forest_disc_DIR50"
31,-0.89901,0.0554,0.000129167743774315,1,"Forest_disc_DIR50"
31,-0.86502,0.1646,0.000129167743774315,1,"Forest_disc_DIR50"
31,-0.33446,0.1613,0.000129167743774315,1,"Forest_disc_DIR50"
31,-0.12264,0.1069,0.000129167743774315,1,"Forest_disc_DIR50"
31,0.27775,0.0575,0.000129167743774315,1,"Forest_disc_DIR50"
31,0.48956,0.0682,0.000129167743774315,1,"Forest_disc_DIR50"
31,0.7377,0.129,0.000129167743774315,1,"Forest_disc_DIR50"
31,0.76385,0.0906,0.000129167743774315,1,"Forest_disc_DIR50"
32,-0.251163,0.2036,2.48737668658356e-05,1,"Forest_disc_DIR50"
32,-0.077464,0.161,2.48737668658356e-05,1,"Forest_disc_DIR50"
32,0.048804,0.1289,2.48737668658356e-05,1,"Forest_disc_DIR50"
32,0.516061,0.1687,2.48737668658356e-05,1,"Forest_disc_DIR50"
32,0.949347,0.1709,2.48737668658356e-05,1,"Forest_disc_DIR50"
32,0.967935,0.1672,2.48737668658356e-05,1,"Forest_disc_DIR50"
33,-0.943,0.0924,3.54257083021431e-06,1,"Forest_disc_DIR50"
33,-0.299,0.0681,3.54257083021431e-06,1,"Forest_disc_DIR50"
33,-0.292,0.1756,3.54257083021431e-06,1,"Forest_disc_DIR50"
33,0.72,0.1523,3.54257083021431e-06,1,"Forest_disc_DIR50"
33,0.847,0.1665,3.54257083021431e-06,1,"Forest_disc_DIR50"
33,0.895,0.0553,3.54257083021431e-06,1,"Forest_disc_DIR50"
33,0.941,0.1171,3.54257083021431e-06,1,"Forest_disc_DIR50"
33,0.948,0.154,3.54257083021431e-06,1,"Forest_disc_DIR50"
33,0.951,0.0185,3.54257083021431e-06,1,"Forest_disc_DIR50"
2,0.1578,0.5,2.66818935067243e-07,1,"Forest_disc_DIR100"
2,0.2103,0.1667,2.66818935067243e-07,1,"Forest_disc_DIR100"
2,0.5887,0.1666,2.66818935067243e-07,1,"Forest_disc_DIR100"
2,0.8712,0.1666,2.66818935067243e-07,1,"Forest_disc_DIR100"
3,-0.6868,0.1953,2.51287801703756e-07,1,"Forest_disc_DIR100"
3,-0.1959,0.3464,2.51287801703756e-07,1,"Forest_disc_DIR100"
3,0.1418,0.2302,2.51287801703756e-07,1,"Forest_disc_DIR100"
3,0.6919,0.0601,2.51287801703756e-07,1,"Forest_disc_DIR100"
3,0.7726,0.168,2.51287801703756e-07,1,"Forest_disc_DIR100"
4,0.08122,0.7849,6.00547907721769e-05,1,"Forest_disc_DIR100"
4,0.7991,0.2151,6.00547907721769e-05,1,"Forest_disc_DIR100"
5,-0.78023,0.1681,5.58266693182664e-06,1,"Forest_disc_DIR100"
5,-0.76026,0.0562,5.58266693182664e-06,1,"Forest_disc_DIR100"
5,-0.2561,0.0545,5.58266693182664e-06,1,"Forest_disc_DIR100"
5,-0.24861,0.0555,5.58266693182664e-06,1,"Forest_disc_DIR100"
5,-0.23364,0.0556,5.58266693182664e-06,1,"Forest_disc_DIR100"
5,-0.22615,0.0561,5.58266693182664e-06,1,"Forest_disc_DIR100"
5,-0.06142,0.166,5.58266693182664e-06,1,"Forest_disc_DIR100"
5,0.00597,0.1664,5.58266693182664e-06,1,"Forest_disc_DIR100"
5,0.29798,0.166,5.58266693182664e-06,1,"Forest_disc_DIR100"
5,0.83709,0.0558,5.58266693182664e-06,1,"Forest_disc_DIR100"
6,-0.13373,0.0558,3.21768881366777e-06,1,"Forest_disc_DIR100"
6,-0.10833,0.1669,3.21768881366777e-06,1,"Forest_disc_DIR100"
6,-0.05119,0.1667,3.21768881366777e-06,1,"Forest_disc_DIR100"
6,0.32342,0.0555,3.21768881366777e-06,1,"Forest_disc_DIR100"
6,0.34247,0.3328,3.21768881366777e-06,1,"Forest_disc_DIR100"
6,0.42501,0.0556,3.21768881366777e-06,1,"Forest_disc_DIR100"
6,0.89556,0.1667,3.21768881366777e-06,1,"Forest_disc_DIR100"
7,-0.82849,0.38,1.69099894824302e-05,1,"Forest_disc_DIR100"
7,0.13684,0.5527,1.69099894824302e-05,1,"Forest_disc_DIR100"
7,0.94687,0.0672,1.69099894824302e-05,1,"Forest_disc_DIR100"
8,-0.2784,0.0556,2.24206206464903e-05,1,"Forest_disc_DIR100"
8,0.1252,0.1112,2.24206206464903e-05,1,"Forest_disc_DIR100"
8,0.1303,0.0556,2.24206206464903e-05,1,"Forest_disc_DIR100"
8,0.5064,0.2778,2.24206206464903e-05,1,"Forest_disc_DIR100"
8,0.5802,0.1667,2.24206206464903e-05,1,"Forest_disc_DIR100"
8,0.8825,0.1667,2.24206206464903e-05,1,"Forest_disc_DIR100"
8,0.9031,0.1667,2.24206206464903e-05,1,"Forest_disc_DIR100"
9,-0.75378,0.1667,4.60008360093024e-05,1,"Forest_disc_DIR100"
9,-0.75318,0.1667,4.60008360093024e-05,1,"Forest_disc_DIR100"
9,-0.7514,0.0514,4.60008360093024e-05,1,"Forest_disc_DIR100"
9,-0.61234,0.1612,4.60008360093024e-05,1,"Forest_disc_DIR100"
9,-0.37701,0.056,4.60008360093024e-05,1,"Forest_disc_DIR100"
9,-0.1809,0.061,4.60008360093024e-05,1,"Forest_disc_DIR100"
9,0.09544,0.2778,4.60008360093024e-05,1,"Forest_disc_DIR100"
9,0.44844,0.0583,4.60008360093024e-05,1,"Forest_disc_DIR100"
10,-0.6774,0.1826,1.10922457632282e-08,1,"Forest_disc_DIR100"
10,0.2408,0.3561,1.10922457632282e-08,1,"Forest_disc_DIR100"
10,0.3777,0.0146,1.10922457632282e-08,1,"Forest_disc_DIR100"
10,0.8946,0.2883,1.10922457632282e-08,1,"Forest_disc_DIR100"
10,0.9256,0.1584,1.10922457632282e-08,1,"Forest_disc_DIR100"
11,-0.61765,0.1667,1.26912733668083e-08,1,"Forest_disc_DIR100"
11,-0.05392,0.1667,1.26912733668083e-08,1,"Forest_disc_DIR100"
11,0.1165,0.4999,1.26912733668083e-08,1,"Forest_disc_DIR100"
11,0.7536,0.1667,1.26912733668083e-08,1,"Forest_disc_DIR100"
12,-0.838,0.0926,3.44344803037617e-07,1,"Forest_disc_DIR100"
12,-0.1739,0.0557,3.44344803037617e-07,1,"Forest_disc_DIR100"
12,-0.1153,0.1667,3.44344803037617e-07,1,"Forest_disc_DIR100"
12,0.4636,0.1295,3.44344803037617e-07,1,"Forest_disc_DIR100"
12,0.5276,0.1665,3.44344803037617e-07,1,"Forest_disc_DIR100"
12,0.898,0.1667,3.44344803037617e-07,1,"Forest_disc_DIR100"
12,0.9184,0.1667,3.44344803037617e-07,1,"Forest_disc_DIR100"
12,0.9669,0.0556,3.44344803037617e-07,1,"Forest_disc_DIR100"
13,-0.7382,0.1667,6.3761163310233e-08,1,"Forest_disc_DIR100"
13,-0.4199,0.1667,6.3761163310233e-08,1,"Forest_disc_DIR100"
13,-0.1703,0.1667,6.3761163310233e-08,1,"Forest_disc_DIR100"
13,-0.0547,0.0556,6.3761163310233e-08,1,"Forest_disc_DIR100"
13,0.2535,0.0556,6.3761163310233e-08,1,"Forest_disc_DIR100"
13,0.3011,0.0555,6.3761163310233e-08,1,"Forest_disc_DIR100"
13,0.3102,0.1667,6.3761163310233e-08,1,"Forest_disc_DIR100"
13,0.6174,0.1667,6.3761163310233e-08,1,"Forest_disc_DIR100"
14,-0.4815,0.072,1.05498206094204e-06,1,"Forest_disc_DIR100"
14,-0.0257,0.1879,1.05498206094204e-06,1,"Forest_disc_DIR100"
14,0.0298,0.0709,1.05498206094204e-06,1,"Forest_disc_DIR100"
14,0.0483,0.0206,1.05498206094204e-06,1,"Forest_disc_DIR100"
14,0.3843,0.0556,1.05498206094204e-06,1,"Forest_disc_DIR100"
14,0.4151,0.1671,1.05498206094204e-06,1,"Forest_disc_DIR100"
14,0.5534,0.0554,1.05498206094204e-06,1,"Forest_disc_DIR100"
14,0.8583,0.2779,1.05498206094204e-06,1,"Forest_disc_DIR100"
14,0.9634,0.0926,1.05498206094204e-06,1,"Forest_disc_DIR100"
15,-0.915,0.1666,1.1244269031787e-06,1,"Forest_disc_DIR100"
15,-0.8733,0.0554,1.1244269031787e-06,1,"Forest_disc_DIR100"
15,-0.2233,0.3996,1.1244269031787e-06,1,"Forest_disc_DIR100"
15,0.6536,0.0448,1.1244269031787e-06,1,"Forest_disc_DIR100"
15,0.8499,0.1668,1.1244269031787e-06,1,"Forest_disc_DIR100"
15,0.8508,0.1667,1.1244269031787e-06,1,"Forest_disc_DIR100"
16,-0.3062,0.1792,1.05778075818008e-05,1,"Forest_disc_DIR100"
16,0.3052,0.4874,1.05778075818008e-05,1,"Forest_disc_DIR100"
16,0.6463,0.1667,1.05778075818008e-05,1,"Forest_disc_DIR100"
16,0.8929,0.1666,1.05778075818008e-05,1,"Forest_disc_DIR100"
17,-0.85505,0.1296,3.87696402283462e-06,1,"Forest_disc_DIR100"
17,-0.8255,0.1624,3.87696402283462e-06,1,"Forest_disc_DIR100"
17,-0.3069,0.3821,3.87696402283462e-06,1,"Forest_disc_DIR100"
17,-0.14927,0.1975,3.87696402283462e-06,1,"Forest_disc_DIR100"
17,0.6488,0.128,3.87696402283462e-06,1,"Forest_disc_DIR100"
18,-0.52791,0.1338,6.72543579261579e-06,1,"Forest_disc_DIR100"
18,0.01015,0.08,6.72543579261579e-06,1,"Forest_disc_DIR100"
18,0.17785,0.2023,6.72543579261579e-06,1,"Forest_disc_DIR100"
18,0.26171,0.1169,6.72543579261579e-06,1,"Forest_disc_DIR100"
18,0.45503,0.134,6.72543579261579e-06,1,"Forest_disc_DIR100"
18,0.85825,0.1667,6.72543579261579e-06,1,"Forest_disc_DIR100"
18,0.92003,0.1665,6.72543579261579e-06,1,"Forest_disc_DIR100"
19,-0.789435,0.1674,1.12652780489709e-06,1,"Forest_disc_DIR100"
19,-0.287202,0.0556,1.12652780489709e-06,1,"Forest_disc_DIR100"
19,-0.224459,0.0554,1.12652780489709e-06,1,"Forest_disc_DIR100"
19,-0.190473,0.166,1.12652780489709e-06,1,"Forest_disc_DIR100"
19,0.205154,0.1707,1.12652780489709e-06,1,"Forest_disc_DIR100"
19,0.277482,0.0555,1.12652780489709e-06,1,"Forest_disc_DIR100"
19,0.611238,0.1667,1.12652780489709e-06,1,"Forest_disc_DIR100"
19,0.962714,0.1627,1.12652780489709e-06,1,"Forest_disc_DIR100"
20,-0.915261,0.057,4.59258862170803e-08,1,"Forest_disc_DIR100"
20,-0.891361,0.0554,4.59258862170803e-08,1,"Forest_disc_DIR100"
20,-0.203023,0.055,4.59258862170803e-08,1,"Forest_disc_DIR100"
20,0.038971,0.0883,4.59258862170803e-08,1,"Forest_disc_DIR100"
20,0.216433,0.1508,4.59258862170803e-08,1,"Forest_disc_DIR100"
20,0.237944,0.2051,4.59258862170803e-08,1,"Forest_disc_DIR100"
20,0.671773,0.1667,4.59258862170803e-08,1,"Forest_disc_DIR100"
20,0.890741,0.1666,4.59258862170803e-08,1,"Forest_disc_DIR100"
20,0.910153,0.0551,4.59258862170803e-08,1,"Forest_disc_DIR100"
21,-0.85455,0.0926,1.37939027279543e-06,1,"Forest_disc_DIR100"
21,-0.109507,0.4877,1.37939027279543e-06,1,"Forest_disc_DIR100"
21,0.544656,0.2529,1.37939027279543e-06,1,"Forest_disc_DIR100"
21,0.925598,0.1667,1.37939027279543e-06,1,"Forest_disc_DIR100"
22,-0.6856,0.0556,8.28326274887011e-06,1,"Forest_disc_DIR100"
22,-0.2837,0.0553,8.28326274887011e-06,1,"Forest_disc_DIR100"
22,-0.1244,0.0554,8.28326274887011e-06,1,"Forest_disc_DIR100"
22,0.1651,0.1669,8.28326274887011e-06,1,"Forest_disc_DIR100"
22,0.1856,0.0557,8.28326274887011e-06,1,"Forest_disc_DIR100"
22,0.2798,0.1669,8.28326274887011e-06,1,"Forest_disc_DIR100"
22,0.8965,0.0553,8.28326274887011e-06,1,"Forest_disc_DIR100"
22,0.9046,0.1666,8.28326274887011e-06,1,"Forest_disc_DIR100"
22,0.9047,0.1666,8.28326274887011e-06,1,"Forest_disc_DIR100"
22,0.9673,0.0555,8.28326274887011e-06,1,"Forest_disc_DIR100"
23,-0.95537,0.2775,1.07271598837711e-05,1,"Forest_disc_DIR100"
23,-0.79248,0.0551,1.07271598837711e-05,1,"Forest_disc_DIR100"
23,-0.21178,0.1669,1.07271598837711e-05,1,"Forest_disc_DIR100"
23,-0.20344,0.0556,1.07271598837711e-05,1,"Forest_disc_DIR100"
23,-0.18973,0.0558,1.07271598837711e-05,1,"Forest_disc_DIR100"
23,0.14537,0.0561,1.07271598837711e-05,1,"Forest_disc_DIR100"
23,0.43414,0.166,1.07271598837711e-05,1,"Forest_disc_DIR100"
23,0.7303,0.1668,1.07271598837711e-05,1,"Forest_disc_DIR100"
24,-0.42098,0.0451,2.50510673811217e-05,1,"Forest_disc_DIR100"
24,-0.14204,0.0905,2.50510673811217e-05,1,"Forest_disc_DIR100"
24,-0.13257,0.0535,2.50510673811217e-05,1,"Forest_disc_DIR100"
24,0.33209,0.0434,2.50510673811217e-05,1,"Forest_disc_DIR100"
24,0.35467,0.1738,2.50510673811217e-05,1,"Forest_disc_DIR100"
24,0.37574,0.2053,2.50510673811217e-05,1,"Forest_disc_DIR100"
24,0.72611,0.1665,2.50510673811217e-05,1,"Forest_disc_DIR100"
24,0.88706,0.0554,2.50510673811217e-05,1,"Forest_disc_DIR100"
24,0.9094,0.1666,2.50510673811217e-05,1,"Forest_disc_DIR100"
25,-0.96142,0.0604,3.38953071756977e-05,1,"Forest_disc_DIR100"
25,-0.32365,0.0165,3.38953071756977e-05,1,"Forest_disc_DIR100"
25,-0.27698,0.1646,3.38953071756977e-05,1,"Forest_disc_DIR100"
25,-0.24587,0.166,3.38953071756977e-05,1,"Forest_disc_DIR100"
25,-0.21476,0.1646,3.38953071756977e-05,1,"Forest_disc_DIR100"
25,0.11191,0.0558,3.38953071756977e-05,1,"Forest_disc_DIR100"
25,0.15857,0.0535,3.38953071756977e-05,1,"Forest_disc_DIR100"
25,0.31989,0.0206,3.38953071756977e-05,1,"Forest_disc_DIR100"
25,0.61746,0.2058,3.38953071756977e-05,1,"Forest_disc_DIR100"
25,0.86184,0.0924,3.38953071756977e-05,1,"Forest_disc_DIR100"
26,-0.03722,0.2588,0.000465551865390838,1,"Forest_disc_DIR100"
26,0.92914,0.7407,0.000465551865390838,1,"Forest_disc_DIR100"
27,-0.95095,0.0552,1.54857820200618e-05,1,"Forest_disc_DIR100"
27,-0.86301,0.166,1.54857820200618e-05,1,"Forest_disc_DIR100"
27,-0.33801,0.1661,1.54857820200618e-05,1,"Forest_disc_DIR100"
27,0.05773,0.0562,1.54857820200618e-05,1,"Forest_disc_DIR100"
27,0.08877,0.1673,1.54857820200618e-05,1,"Forest_disc_DIR100"
27,0.12757,0.0562,1.54857820200618e-05,1,"Forest_disc_DIR100"
27,0.13533,0.0562,1.54857820200618e-05,1,"Forest_disc_DIR100"
27,0.55604,0.0567,1.54857820200618e-05,1,"Forest_disc_DIR100"
27,0.75602,0.0549,1.54857820200618e-05,1,"Forest_disc_DIR100"
27,0.81811,0.1648,1.54857820200618e-05,1,"Forest_disc_DIR100"
28,-0.69585,0.1605,5.42033005094911e-05,1,"Forest_disc_DIR100"
28,0.19592,0.5185,5.42033005094911e-05,1,"Forest_disc_DIR100"
28,0.56425,0.1719,5.42033005094911e-05,1,"Forest_disc_DIR100"
28,0.96415,0.1486,5.42033005094911e-05,1,"Forest_disc_DIR100"
29,-0.6063,0.1547,2.35748651555381e-07,1,"Forest_disc_DIR100"
29,-0.00723,0.6544,2.35748651555381e-07,1,"Forest_disc_DIR100"
29,0.58075,0.1909,2.35748651555381e-07,1,"Forest_disc_DIR100"
30,-0.79665,0.1623,1.17679169627555e-06,1,"Forest_disc_DIR100"
30,-0.23973,0.0488,1.17679169627555e-06,1,"Forest_disc_DIR100"
30,-0.05136,0.0933,1.17679169627555e-06,1,"Forest_disc_DIR100"
30,0.17204,0.1587,1.17679169627555e-06,1,"Forest_disc_DIR100"
30,0.24066,0.0604,1.17679169627555e-06,1,"Forest_disc_DIR100"
30,0.60922,0.203,1.17679169627555e-06,1,"Forest_disc_DIR100"
30,0.90151,0.1623,1.17679169627555e-06,1,"Forest_disc_DIR100"
30,0.97946,0.0556,1.17679169627555e-06,1,"Forest_disc_DIR100"
30,0.99556,0.0556,1.17679169627555e-06,1,"Forest_disc_DIR100"
31,-0.79318,0.2941,2.55351697350231e-08,1,"Forest_disc_DIR100"
31,0.096,0.1667,2.55351697350231e-08,1,"Forest_disc_DIR100"
31,0.15886,0.1504,2.55351697350231e-08,1,"Forest_disc_DIR100"
31,0.43721,0.1666,2.55351697350231e-08,1,"Forest_disc_DIR100"
31,0.90143,0.1666,2.55351697350231e-08,1,"Forest_disc_DIR100"
31,0.93048,0.0556,2.55351697350231e-08,1,"Forest_disc_DIR100"
32,-0.54934,0.1605,7.39884717415361e-05,1,"Forest_disc_DIR100"
32,-0.03997,0.1852,7.39884717415361e-05,1,"Forest_disc_DIR100"
32,0.15037,0.1687,7.39884717415361e-05,1,"Forest_disc_DIR100"
32,0.36753,0.1674,7.39884717415361e-05,1,"Forest_disc_DIR100"
32,0.89566,0.1523,7.39884717415361e-05,1,"Forest_disc_DIR100"
32,0.99217,0.1651,7.39884717415361e-05,1,"Forest_disc_DIR100"
33,-0.97411,0.1077,1.93442366599133e-07,1,"Forest_disc_DIR100"
33,-0.74261,0.0142,1.93442366599133e-07,1,"Forest_disc_DIR100"
33,-0.52314,0.0665,1.93442366599133e-07,1,"Forest_disc_DIR100"
33,-0.28489,0.1638,1.93442366599133e-07,1,"Forest_disc_DIR100"
33,0.11856,0.0186,1.93442366599133e-07,1,"Forest_disc_DIR100"
33,0.25823,0.0516,1.93442366599133e-07,1,"Forest_disc_DIR100"
33,0.26087,0.1517,1.93442366599133e-07,1,"Forest_disc_DIR100"
33,0.73767,0.0556,1.93442366599133e-07,1,"Forest_disc_DIR100"
33,0.91319,0.1665,1.93442366599133e-07,1,"Forest_disc_DIR100"
33,0.91534,0.2037,1.93442366599133e-07,1,"Forest_disc_DIR100"
2,0.0107,0.1667,2.63495838949259e-07,1,"Forest_disc_DIR200"
2,0.0699,0.1667,2.63495838949259e-07,1,"Forest_disc_DIR200"
2,0.3352,0.1667,2.63495838949259e-07,1,"Forest_disc_DIR200"
2,0.417,0.1667,2.63495838949259e-07,1,"Forest_disc_DIR200"
2,0.5662,0.1666,2.63495838949259e-07,1,"Forest_disc_DIR200"
2,0.9215,0.1667,2.63495838949259e-07,1,"Forest_disc_DIR200"
3,-0.6612,0.2866,8.45568104503011e-07,1,"Forest_disc_DIR200"
3,0.02357,0.5469,8.45568104503011e-07,1,"Forest_disc_DIR200"
3,0.74503,0.1665,8.45568104503011e-07,1,"Forest_disc_DIR200"
4,-0.09078,0.2134,1.20187035769492e-06,1,"Forest_disc_DIR200"
4,0.20097,0.6241,1.20187035769492e-06,1,"Forest_disc_DIR200"
4,0.89232,0.1625,1.20187035769492e-06,1,"Forest_disc_DIR200"
5,-0.79236,0.1667,6.93782023075391e-08,1,"Forest_disc_DIR200"
5,-0.68846,0.0556,6.93782023075391e-08,1,"Forest_disc_DIR200"
5,-0.60436,0.0556,6.93782023075391e-08,1,"Forest_disc_DIR200"
5,-0.2803,0.0556,6.93782023075391e-08,1,"Forest_disc_DIR200"
5,-0.16898,0.1667,6.93782023075391e-08,1,"Forest_disc_DIR200"
5,-0.10219,0.1667,6.93782023075391e-08,1,"Forest_disc_DIR200"
5,0.03139,0.0556,6.93782023075391e-08,1,"Forest_disc_DIR200"
5,0.1155,0.1667,6.93782023075391e-08,1,"Forest_disc_DIR200"
5,0.26145,0.0556,6.93782023075391e-08,1,"Forest_disc_DIR200"
5,0.86999,0.0556,6.93782023075391e-08,1,"Forest_disc_DIR200"
6,-0.01652,0.1667,1.35414428032181e-07,1,"Forest_disc_DIR200"
6,-0.01637,0.1668,1.35414428032181e-07,1,"Forest_disc_DIR200"
6,-0.00775,0.0556,1.35414428032181e-07,1,"Forest_disc_DIR200"
6,0.0017,0.1667,1.35414428032181e-07,1,"Forest_disc_DIR200"
6,0.34065,0.0556,1.35414428032181e-07,1,"Forest_disc_DIR200"
6,0.4061,0.0554,1.35414428032181e-07,1,"Forest_disc_DIR200"
6,0.4205,0.0556,1.35414428032181e-07,1,"Forest_disc_DIR200"
6,0.4223,0.0555,1.35414428032181e-07,1,"Forest_disc_DIR200"
6,0.45693,0.0556,1.35414428032181e-07,1,"Forest_disc_DIR200"
6,0.91282,0.1666,1.35414428032181e-07,1,"Forest_disc_DIR200"
7,-0.935255,0.166,0.000222046111707268,1,"Forest_disc_DIR200"
7,-0.863781,0.054,0.000222046111707268,1,"Forest_disc_DIR200"
7,-0.79964,0.1523,0.000222046111707268,1,"Forest_disc_DIR200"
7,-0.292007,0.144,0.000222046111707268,1,"Forest_disc_DIR200"
7,0.017721,0.321,0.000222046111707268,1,"Forest_disc_DIR200"
7,0.676851,0.161,0.000222046111707268,1,"Forest_disc_DIR200"
8,-0.0561,0.0603,1.67973430379377e-05,1,"Forest_disc_DIR200"
8,0.0885,0.1682,1.67973430379377e-05,1,"Forest_disc_DIR200"
8,0.6282,0.2771,1.67973430379377e-05,1,"Forest_disc_DIR200"
8,0.7679,0.1626,1.67973430379377e-05,1,"Forest_disc_DIR200"
8,0.7886,0.1664,1.67973430379377e-05,1,"Forest_disc_DIR200"
8,0.9264,0.1652,1.67973430379377e-05,1,"Forest_disc_DIR200"
9,-0.7487,0.161,0.00016865485498254,1,"Forest_disc_DIR200"
9,-0.68193,0.166,0.00016865485498254,1,"Forest_disc_DIR200"
9,-0.24074,0.1687,0.00016865485498254,1,"Forest_disc_DIR200"
9,-0.17635,0.1728,0.00016865485498254,1,"Forest_disc_DIR200"
9,0.33877,0.276,0.00016865485498254,1,"Forest_disc_DIR200"
9,0.96836,0.0549,0.00016865485498254,1,"Forest_disc_DIR200"
