"name","disc_method","data","mean_acc","mean_F1","mean_Kappa","diff_acc","relative_diff_acc","diff_F1","relative_diff_F1","diff_Kappa","relative_diff_Kappa"
"HAYES","ClusterDisc","TEST",0.624822695035461,0.615913741615097,0.399101901078877,-0.140780141843972,-0.183881426586383,-0.163523428309977,-0.209796805463737,-0.227477927725789,-0.291848960382088
"HEART","ClusterDisc","TEST",0.830246913580247,0.826791853389538,0.654363209839085,0.0072016460905352,0.00875000000000026,0.00951097453201155,0.0116373388611598,0.0155511010537741,0.019027853772271
"HEPATISIS","ClusterDisc","TEST",0.851773049645391,0.749891604085944,0.506052707585108,-0.000354609929077987,-0.000416146483562182,-0.0101810849171001,-0.0133948832320949,-0.0183624639553417,-0.0241588261504659
"HORSECOLIC","ClusterDisc","TEST",0.853003003003003,0.840338365914983,0.681423433265186,0.00780780780780743,0.00923787528868316,0.0140033436472137,0.0169463271794814,0.022106239787853,0.026752151599705
"HYPOTHYROID","ClusterDisc","TEST",0.970319634703196,0.821499516685888,0.643446654068279,-0.0142430628731997,-0.0144663848308091,-0.088244684648626,-0.0969994472283296,-0.176142942535696,-0.193618098666977
"IMMUNOTHERAPY","ClusterDisc","TEST",0.803086419753087,0.636935968185672,0.310610497259074,0.00185185185185177,0.00231124807395984,0.0101716958218815,0.016228901790333,0.0197815875641155,0.0315614473197568
"INDIAN","ClusterDisc","TEST",0.709714285714286,0.541300681018827,0.144903960469901,-0.000571428571428334,-0.000804505229283656,-0.0624831876115235,-0.103486016864384,-0.114383286106791,-0.189444090923236
"ION","ClusterDisc","TEST",0.906984126984127,0.899440680152594,0.800147929170682,0.00412698412698398,0.00457102672292529,0.00537758810853683,0.00601477474731933,0.0103987183407357,0.0116308551748418
"IRIS","ClusterDisc","TEST",0.947407407407407,0.946706575926861,0.921111111111111,0.00407407407407401,0.00431880643894771,0.00360002094930889,0.00381719428235188,0.00611111111111107,0.00647976740152816
"MAMMOGRAPHIC","ClusterDisc","TEST",0.800636574074074,0.798808046468056,0.598961236719965,-0.0210069444444447,-0.0255669812649672,-0.021906172558489,-0.0266915962348893,-0.0430280546296706,-0.0524275729994132
"MUTAGENESIS","ClusterDisc","TEST",0.672371134020619,0.456045009368119,0.0564124241822286,-0.0968041237113398,-0.125854443104141,-0.225570912918557,-0.330935510077017,-0.343317630287299,-0.50368194031551
"NEWTHYROID","ClusterDisc","TEST",0.903846153846154,0.858617414047486,0.779987858922405,-0.033589743589744,-0.0358315098468276,-0.0487219724705993,-0.0536976275851639,-0.0802075048427456,-0.0883985706280666
"PAGEBLOCKS","ClusterDisc","TEST",0.924654892407633,0.542338096245282,0.562299732813947,-0.0229496548924077,-0.0242185993701666,-0.196827130682613,-0.266282995346876,-0.195521013637712,-0.264515978992049
"PENBASED","ClusterDisc","TEST",0.884055555555556,0.882665166468694,0.871150517979891,-0.0149595959595953,-0.0166399820229761,-0.0153266728778251,-0.0170677195563141,-0.0166272801881289,-0.0185160704803607
"PHONEME","ClusterDisc","TEST",0.789235040098704,0.749719308190781,0.500387862035142,-0.0650524367674274,-0.0761481802426343,-0.0754943251503297,-0.0914845830220589,-0.151028001363575,-0.183016851953954
"PIMA","ClusterDisc","TEST",0.75963768115942,0.725525250178305,0.453358187592956,-0.0160144927536233,-0.0206464872944695,-0.0206081672110249,-0.027619949369285,-0.0401778210931278,-0.0538480386439563
"SAT","ClusterDisc","TEST",0.842288428324698,0.806214459098991,0.804910506400851,-0.0148963730569945,-0.0173782514960405,-0.0228466891884956,-0.0275573029030342,-0.0191018158891501,-0.0230402979666902
"SEGMENTATION","ClusterDisc","TEST",0.88027898027898,0.877010165915572,0.860325476992143,-0.0235930735930736,-0.0261022270707501,-0.0222482406488028,-0.0247406535055952,-0.0275252525252525,-0.0306088353740422
"SPAMBASE","ClusterDisc","TEST",0.891111111111111,0.885065843407848,0.770433786317568,-0.0107850241545903,-0.0119581665037438,-0.0139458647711362,-0.0155124395425112,-0.0331549866048998,-0.0368793713177081
"SPECTFHEART","ClusterDisc","TEST",0.815020576131687,0.682826130783229,0.387783203780354,0.013374485596708,0.0166837782340864,0.0305386756025043,0.0468178183712627,0.0504440028724068,0.0773340073793549
"TAE","ClusterDisc","TEST",0.535144927536232,0.529203977474373,0.30311593655414,-0.0576086956521742,-0.0971882640586802,-0.055844988008066,-0.0954535283418808,-0.0863295095573192,-0.147559460234462
"TEXTURE","ClusterDisc","TEST",0.812333333333334,0.807575622424739,0.793566666666667,-0.0562121212121208,-0.0647198381131808,-0.0591804824601432,-0.0682781259071757,-0.0618333333333334,-0.071338791829503
"THYROID","ClusterDisc","TEST",0.93145061728395,0.517860918365489,0.246490551033319,-0.0432638888888893,-0.0443862162868207,-0.322568803717199,-0.383814131320622,-0.506116455551534,-0.602211514244541
"TITANIC","ClusterDisc","TEST",0.783813131313131,0.71091064658371,0.440388261460132,0.00179292929292918,0.00229268922758963,0.000786265494135185,0.00110722222060421,0.00245318746637757,0.0034545884238104
"VEHICLE","ClusterDisc","TEST",0.67742782152231,0.671832511156575,0.570341433285672,-0.0385826771653545,-0.0538856304985339,-0.037539749069797,-0.0529196744426085,-0.0517291570971367,-0.0729224414281847
"VERTEBRAL","ClusterDisc","TEST",0.7331541218638,0.688510681217063,0.576733689693249,-0.110573476702509,-0.131053525913339,-0.115411426959518,-0.143560459136133,-0.172565864867901,-0.214654956136618
"WAVE","ClusterDisc","TEST",0.809055555555556,0.80691293054968,0.713534834915611,-0.018788888888889,-0.0226961586986284,-0.0190932381704699,-0.0231151278204784,-0.0282206737646759,-0.0341652094540676
"WDBC","ClusterDisc","TEST",0.953411306042885,0.949967228100046,0.900029147923564,-0.00302144249512637,-0.00315907469683039,-0.00345334258927088,-0.00362205588534149,-0.00685282069569038,-0.00718761573471803
"WILT","ClusterDisc","TEST",0.899264874798988,0.485878327849002,0.0162573312355597,-0.06720652423616,-0.0695380373420817,-0.36626855629483,-0.429818571316877,-0.689518688037454,-0.809154737132232
"WINE","ClusterDisc","TEST",0.947169811320755,0.948184325566984,0.919729152136423,-0.010377358490566,-0.0108374384236453,-0.00971821230672198,-0.0101453038513645,-0.0154711104792365,-0.0161510277586051
"WIRELESS","ClusterDisc","TEST",0.966944444444444,0.966964668709251,0.955925925925926,-0.0126388888888891,-0.0129023110733023,-0.0126152180765579,-0.0128781922196778,-0.0168518518518519,-0.0172031419582798
"WISCONSIN","ClusterDisc","TEST",0.964146341463415,0.960830715751327,0.921698085467952,0.00113821138211379,0.00118193330519203,0.00118850102366685,0.00123848347376438,0.00236478535147278,0.00246423647811688
"YEAST","ClusterDisc","TEST",0.517078651685393,0.442474124132513,0.400418635865098,-0.0419101123595508,-0.0749748743718597,-0.0428362935859314,-0.0882657615043887,-0.0523776099785216,-0.10792599554067
"APPENDICITIS","EqualLength","TEST",0.8421875,0.736773228623381,0.47825137130308,-0.0270833333333333,-0.0311563810665069,-0.037661892046391,-0.0486314360508587,-0.0759738356509314,-0.0981022601160253
"AUSTRA","EqualLength","TEST",0.869806763285024,0.86837701694203,0.737319631812414,0.0240740740740742,0.0284653465346537,0.0305474056848232,0.0364601647809812,0.0545595037914812,0.0651200471532772
"AUTOS","EqualLength","TEST",0.679569892473118,0.598747245916116,0.573599473593632,0.0204301075268819,0.0309951060358894,0.0225736349043848,0.0391785296531486,0.0347013193592006,0.0602271931514997
"BALANCE","EqualLength","TEST",0.827361853832442,0.581852431236059,0.683552990275547,-0.0245989304812834,-0.0288733131080656,-0.0424099413937901,-0.0679360846548038,-0.0460771987273269,-0.073810629548624
"BANANA","EqualLength","TEST",0.744140461215933,0.734455275503355,0.475765923478957,-0.104475890985325,-0.123113219200079,-0.10449634413002,-0.124555864348513,-0.210789493465462,-0.251253455542023
"BANDS","EqualLength","TEST",0.706637168141593,0.679702201560345,0.382071666690563,-0.027827852434539,-0.037888601437697,-0.0419491152100104,-0.05812934063191,-0.0745611031789956,-0.103320123508792
"BANKNOTE","EqualLength","TEST",0.953478964401295,0.952896581754125,0.905903153413061,-0.0112055016181228,-0.0116157168616596,-0.0111275228012282,-0.0115427848210919,-0.0222066741555378,-0.0230353930473351
"BRCANCER","EqualLength","TEST",0.698571428571429,0.683238037457916,0.387761762234351,-0.0228571428571427,-0.0316831683168314,-0.0333263422228378,-0.0465085108440437,-0.0548394878797361,-0.076531138631491
"BUPA","EqualLength","TEST",0.581715210355987,0.552272693585463,0.121116275490502,-0.10873786407767,-0.157487696273729,-0.124487064492612,-0.183945725209995,-0.245964170762162,-0.36344384816951
"CLEVELAND","EqualLength","TEST",0.604347826086956,0.371834695899652,0.334058954712792,-0.00289855072463763,-0.00477326968973738,-0.015355136715638,-0.0396579027189868,-0.0297938135863031,-0.0769488531892986
"CMC","EqualLength","TEST",0.511500754147813,0.484199127950842,0.254235995089144,-0.0487179487179482,-0.0869623746382168,-0.0588446494718216,-0.10836078400733,-0.0804491179256648,-0.148144811284799
"CRX","EqualLength","TEST",0.8743961352657,0.873308223414777,0.747123387627748,0.0294685990338166,0.0348770726129219,0.038105688990307,0.0456244891744315,0.0666371660880767,0.0797856368263965
"CRYOTHERAPY","EqualLength","TEST",0.785185185185185,0.780212910661196,0.56740741739447,-0.030246913580247,-0.0370931112793339,-0.0302861051173833,-0.0373672324429536,-0.0609925785449524,-0.0752531185819664
"DERMA","EqualLength","TEST",0.941441441441441,0.926030703538959,0.926346318748357,0.0126126126126126,0.0135790494665373,0.00859850729080225,0.00937236269444857,0.0169296393946519,0.0184532867539266
"ECOLI","EqualLength","TEST",0.776960784313725,0.519482238731092,0.697368938705966,-0.012091503267974,-0.0153240836612137,-0.014675379131995,-0.0274738740799098,-0.0165655736873431,-0.0310125197757437
"GERMAN","EqualLength","TEST",0.769833333333333,0.694649123018034,0.399286095949207,-0.00561111111111134,-0.00723599369537213,-0.00751275373422067,-0.0106994611683702,-0.0137656175422032,-0.0196046210965967
"HABERMAN","EqualLength","TEST",0.730952380952381,0.548047667370409,0.141588110799548,-0.000549450549450325,-0.000751126690034747,-0.0514209567890952,-0.0857775615215739,-0.0757154132629017,-0.126304213784432
"HAYES","EqualLength","TEST",0.774113475177305,0.764547119115605,0.635734014048676,0.00851063829787224,0.0111162575266326,-0.0148900508094681,-0.0191035934440996,0.00915418524400968,0.011744609568581
"HEART","EqualLength","TEST",0.834362139917696,0.831064224304798,0.663032891287142,0.0113168724279838,0.0137500000000004,0.0137833454472723,0.0168648818341866,0.0242207825018308,0.0296358120303621
"HEPATISIS","EqualLength","TEST",0.836170212765958,0.7103029746421,0.439076381337106,-0.015957446808511,-0.0187265917603,-0.0497697143609444,-0.0654802035134629,-0.0853387902033441,-0.112277143275967
"HORSECOLIC","EqualLength","TEST",0.845495495495496,0.833299081160618,0.667430219045209,0.00030030030030026,0.000355302895718553,0.00696405889284835,0.00842764581578109,0.0081130255678753,0.00981808267742319
"HYPOTHYROID","EqualLength","TEST",0.95628731998595,0.669693570077195,0.346676825305927,-0.0282753775904457,-0.0287187171117173,-0.240050631257319,-0.263866074557206,-0.472912771298047,-0.519830487080134
"IMMUNOTHERAPY","EqualLength","TEST",0.784567901234568,0.591520725855085,0.223425211269721,-0.0166666666666666,-0.0208012326656394,-0.0352435465087062,-0.0562309436940112,-0.0674036984252373,-0.107542343106172
"INDIAN","EqualLength","TEST",0.716095238095238,0.551818343852509,0.16013950422084,0.00580952380952426,0.00817913649772121,-0.0519655247778409,-0.0860664344937234,-0.0991477423558528,-0.16421065137226
"ION","EqualLength","TEST",0.919682539682539,0.911001135100462,0.822577384045939,0.0168253968253964,0.0186357243319264,0.0169380430564041,0.0189450198840883,0.0328281732159929,0.0367179604080728
"IRIS","EqualLength","TEST",0.917037037037037,0.916479694768425,0.875555555555555,-0.0262962962962966,-0.0278759324695724,-0.0266268602091269,-0.0282331408562425,-0.0394444444444445,-0.0418239532280458
"MAMMOGRAPHIC","EqualLength","TEST",0.802141203703704,0.801073774055256,0.602949844564772,-0.0195023148148151,-0.0237357374278071,-0.0196404449712897,-0.0239309183586284,-0.039039446784864,-0.0475676500782075
"MUTAGENESIS","EqualLength","TEST",0.683333333333333,0.511935301961909,0.120652730034531,-0.0858419243986254,-0.111602555510879,-0.169680620324767,-0.24893875682294,-0.279077324434996,-0.409434866924398
"NEWTHYROID","EqualLength","TEST",0.902820512820513,0.85790312511631,0.779463452460721,-0.0346153846153848,-0.0369256017505473,-0.0494362614017756,-0.054484862154488,-0.0807319113044301,-0.0889765312781569
"PAGEBLOCKS","EqualLength","TEST",0.914271213966707,0.429516914597368,0.492249001519613,-0.0333333333333332,-0.0351764176610466,-0.309648312330527,-0.418916232866475,-0.265571744932047,-0.359286036811839
"PENBASED","EqualLength","TEST",0.894934343434343,0.89371155693324,0.883237403208621,-0.00408080808080757,-0.0045391983371248,-0.00428028241327871,-0.00476650480074912,-0.00454039495939873,-0.00505616505680368
"PHONEME","EqualLength","TEST",0.805295085338268,0.76199422092231,0.524914012061309,-0.0489923915278634,-0.0573488349701521,-0.063219412418801,-0.076609752753162,-0.126501851337408,-0.153295881486142
"PIMA","EqualLength","TEST",0.76572463768116,0.727965830917515,0.459890966695892,-0.0099275362318838,-0.012798953662182,-0.0181675864718147,-0.0243489784111022,-0.0336450419901922,-0.0450925279662636
"SAT","EqualLength","TEST",0.838583765112263,0.809813023107257,0.801456237728275,-0.0186010362694297,-0.0217001470854905,-0.0192481251802289,-0.0232167738410948,-0.0225560845617255,-0.0272067803542809
"SEGMENTATION","EqualLength","TEST",0.888311688311688,0.885044161527277,0.869696969696969,-0.0155603655603657,-0.0172152302902909,-0.0142142450370979,-0.0158066301447251,-0.0181537598204268,-0.0201874785800262
"SPAMBASE","EqualLength","TEST",0.717342995169082,0.680936752596546,0.395004760232791,-0.184553140096619,-0.204627930955984,-0.218074955582438,-0.242571874869311,-0.408584012689676,-0.454481303160438
"SPECTFHEART","EqualLength","TEST",0.811316872427983,0.652942687249924,0.339006707571572,0.00967078189300408,0.0120636550308008,0.000655232069198708,0.00100451428889916,0.0016675066636247,0.00255639848717111
"TAE","EqualLength","TEST",0.546739130434783,0.539424266104645,0.319917898244008,-0.0460144927536235,-0.0776283618581911,-0.0456246993777939,-0.0779844116811166,-0.0695275478674516,-0.118840562020511
"TEXTURE","EqualLength","TEST",0.840373737373737,0.837731300628468,0.824411111111112,-0.0281717171717172,-0.0324355127578908,-0.0290248042564136,-0.0334867029984964,-0.0309888888888885,-0.035752720649143
"THYROID","EqualLength","TEST",0.930586419753087,0.462177070270181,0.16212767101315,-0.0441280864197532,-0.0452728323424872,-0.378252651812506,-0.450070531626547,-0.590479335571703,-0.702592162148221
"TITANIC","EqualLength","TEST",0.78270202020202,0.710348419750606,0.438714190194983,0.000681818181818228,0.000871867734435605,0.000224038661031933,0.000315492140529214,0.000779116201228558,0.00109715455767499
"VEHICLE","EqualLength","TEST",0.673425196850394,0.66447329861887,0.565031898515345,-0.0425853018372704,-0.059475806451613,-0.0448989616075028,-0.0632939348279207,-0.0570386918674634,-0.0804072770610756
"VERTEBRAL","EqualLength","TEST",0.747311827956989,0.697220435164955,0.595290138649579,-0.0964157706093192,-0.114273576890399,-0.106701673011625,-0.132726382228299,-0.154009415911572,-0.191572559511877
"WAVE","EqualLength","TEST",0.806788888888889,0.805088136846814,0.710186476365809,-0.0210555555555559,-0.0254341932193385,-0.0209180318733361,-0.0253243046668131,-0.0315690323144785,-0.0382188820252916
"WDBC","EqualLength","TEST",0.951461988304093,0.947921174603585,0.89593915464899,-0.00497076023391807,-0.00519718740446341,-0.00549939608573247,-0.00576806946986306,-0.0109428139702644,-0.0114774259195528
"WILT","EqualLength","TEST",0.864909257982999,0.468037988013859,0.010920120538287,-0.101562141052149,-0.105085511225206,-0.384108896129973,-0.450754328012235,-0.694855898734726,-0.815417989156718
"WINE","EqualLength","TEST",0.956603773584906,0.957752029269489,0.933979309811555,-0.000943396226414706,-0.000985221674876441,-0.000150508604216948,-0.000157123087439603,-0.00122095280410417,-0.00127461067888427
"WIRELESS","EqualLength","TEST",0.933222222222222,0.93323705486695,0.910962962962963,-0.0463611111111112,-0.0473273784205303,-0.0463428319188582,-0.0473088847004792,-0.0618148148148151,-0.0631033932491626
"WISCONSIN","EqualLength","TEST",0.967317073170732,0.964307810288187,0.928649438567376,0.00430894308943064,0.00447446179822683,0.00466559556052748,0.00486180733707254,0.00931613845089729,0.00970792896344306
"YEAST","EqualLength","TEST",0.480149812734082,0.404576178551245,0.348825132311717,-0.0788389513108615,-0.141038525963149,-0.0807342391671996,-0.166355874960916,-0.103971113531902,-0.214236310897043
"APPENDICITIS","ExtendedChi2","TEST",0.839583333333333,0.727226820921593,0.461578780373128,-0.0296875,-0.0341521869382864,-0.0472082997481788,-0.0609583662829632,-0.0926464265808836,-0.119630972444481
"AUSTRA","ExtendedChi2","TEST",0.865297906602255,0.863179920063824,0.726860404747594,0.0195652173913045,0.0231340441736483,0.025350308806617,0.030257117277793,0.0441002767266616,0.0526363309843953
"AUTOS","ExtendedChi2","TEST",0.709677419354839,0.646487810424858,0.61654885139353,0.0505376344086025,0.0766721044045682,0.0703141994131264,0.122036480097827,0.0776506971590988,0.134769617481696
"BALANCE","ExtendedChi2","TEST",0.757130124777184,0.530302475057494,0.552716752477682,-0.0948306595365417,-0.111308714300659,-0.0939598975723547,-0.150513472687016,-0.176913436525192,-0.283395963431055
"BANANA","ExtendedChi2","TEST",0.751194968553459,0.744137538645204,0.491598038827093,-0.097421383647799,-0.11480026680501,-0.0948140809881708,-0.113014956726116,-0.194957378117326,-0.232382146425229
"BANDS","ExtendedChi2","TEST",0.701979314614516,0.681238134742436,0.372263697867272,-0.0324857059616157,-0.0442304331064441,-0.0404131820279198,-0.0560009814833887,-0.0843690720022868,-0.116911131514134
"BANKNOTE","ExtendedChi2","TEST",0.963228155339806,0.962612722741593,0.925269585329599,-0.00145631067961172,-0.00150962385205693,-0.00141138181376077,-0.00146405241019544,-0.00284024223900037,-0.00294623570674138
"BRCANCER","ExtendedChi2","TEST",0.581904761904762,0.550036029563051,0.171328921076321,-0.13952380952381,-0.193399339933994,-0.166528350117703,-0.23239830898641,-0.271272329037766,-0.378573561190167
"BUPA","ExtendedChi2","TEST",0.598705501618123,0.568395568681166,0.171461075390619,-0.0917475728155346,-0.132880243730959,-0.108364189396909,-0.160122093702278,-0.195619370862045,-0.289052900275251
"CLEVELAND","ExtendedChi2","TEST",0.602536231884058,0.384501383348705,0.360062509987137,-0.00471014492753608,-0.00775656324582313,-0.00268844926658551,-0.0069434913836096,-0.00379025831195728,-0.0097891473191737
"CMC","ExtendedChi2","TEST",0.53604826546003,0.513446153992576,0.298606838933643,-0.0241704374057314,-0.0431446456215924,-0.0295976234300874,-0.0545031996693904,-0.036078274081166,-0.0664371374484703
"CRX","ExtendedChi2","TEST",0.878502415458937,0.876976347472407,0.754319197084546,0.0335748792270534,0.0397369925671815,0.041773813047937,0.0500163868357068,0.0738329755448751,0.0884012829244498
"CRYOTHERAPY","ExtendedChi2","TEST",0.780246913580247,0.776041644795372,0.559085887807384,-0.0351851851851848,-0.0431491294473878,-0.034457370983207,-0.0425137727651732,-0.0693141081320383,-0.0855202866168246
"DERMA","ExtendedChi2","TEST",0.942642642642643,0.92805859214479,0.927844807304642,0.013813813813814,0.0148722922728744,0.0106263958966331,0.0115827588568286,0.0184281279509362,0.0200866374935369
"ECOLI","ExtendedChi2","TEST",0.801470588235294,0.562570186907123,0.727804577877483,0.0124183006535947,0.0157382480844895,0.0284125690440357,0.053191357932329,0.013870065484173,0.0259662410875288
"GERMAN","ExtendedChi2","TEST",0.765055555555556,0.690579382370055,0.389657448152441,-0.010388888888889,-0.0133973348617282,-0.0115824943821998,-0.0164954759944714,-0.0233942653389692,-0.0333174815003855
"HABERMAN","ExtendedChi2","TEST",0.732417582417582,0.511695689399106,0.109943691701701,0.000915750915751246,0.00125187781672554,-0.0877729347603988,-0.146417896155053,-0.107359832360748,-0.179091662238827
"HAYES","ExtendedChi2","TEST",0.576241134751773,0.547525178372566,0.328785201705995,-0.18936170212766,-0.247336729967578,-0.231911991552507,-0.297537762504707,-0.297794627098672,-0.382063671825272
"HEART","ExtendedChi2","TEST",0.819135802469136,0.815350441860261,0.632067977779704,-0.00390946502057632,-0.00475000000000023,-0.00193043699726503,-0.00236202393473781,-0.00674413100560689,-0.0082519133630466
"HEPATISIS","ExtendedChi2","TEST",0.835460992907802,0.732353925694516,0.469648316834251,-0.0166666666666669,-0.0195588847274244,-0.0277187633085284,-0.0364685690060591,-0.054766854706199,-0.0720547593652318
"HORSECOLIC","ExtendedChi2","TEST",0.844894894894895,0.831472750323047,0.663765496352895,-0.000300300300300815,-0.000355302895719209,0.00513772805527768,0.00621748796411636,0.00444830287556186,0.00538317117838485
"HYPOTHYROID","ExtendedChi2","TEST",0.988637161924833,0.93668406697807,0.873405451398865,0.00407446434843717,0.00413834929808623,0.0269398656435562,0.0296125719779668,0.0538158547948907,0.0591549302715507
"IMMUNOTHERAPY","ExtendedChi2","TEST",0.779012345679013,0.548594901578343,0.171159000620291,-0.022222222222222,-0.027734976887519,-0.0781693707854484,-0.124718932192224,-0.119669909074668,-0.190932882347206
"INDIAN","ExtendedChi2","TEST",0.711714285714286,0.588463826864893,0.209008671076027,0.00142857142857133,0.00201126307320984,-0.0153200417654566,-0.0253733870038782,-0.0502785755006654,-0.0832724723413356
"ION","ExtendedChi2","TEST",0.909841269841269,0.900793644530812,0.80197503376835,0.00698412698412665,0.0077355836849504,0.00673055248675458,0.00752805092464651,0.0122258229384036,0.0136744521132756
"IRIS","ExtendedChi2","TEST",0.935555555555556,0.935070283482521,0.903333333333333,-0.00777777777777788,-0.0082449941107186,-0.00803627149503094,-0.00852106419218158,-0.0116666666666668,-0.0123704650392813
"MAMMOGRAPHIC","ExtendedChi2","TEST",0.820833333333334,0.819482529392986,0.640128107335865,-0.000810185185185053,-0.000986054373855311,-0.00123168963355946,-0.00150075337432362,-0.00186118401377133,-0.00226776138468625
"MUTAGENESIS","ExtendedChi2","TEST",0.744639175257732,0.702564892349517,0.410560269213122,-0.0245360824742265,-0.0318992092212836,0.0209489700628414,0.0307342733317644,0.0108302147435941,0.0158890283948489
"NEWTHYROID","ExtendedChi2","TEST",0.922564102564102,0.889801730800183,0.829731141380232,-0.0148717948717952,-0.0158643326039391,-0.0175376557179027,-0.0193286613349867,-0.0304642223849185,-0.0335753333731328
"PAGEBLOCKS","ExtendedChi2","TEST",0.956516443361754,0.740128645475053,0.774482996988849,0.0089118960617135,0.00940465734056014,0.000963418547157868,0.00130338726993694,0.0166622505371896,0.0225419837543508
"PENBASED","ExtendedChi2","TEST",0.89740404040404,0.896797370371118,0.885991239880932,-0.00161111111111067,-0.00179208449200817,-0.0011944689754011,-0.00133015571307455,-0.00178655828708807,-0.00198950392287326
"PHONEME","ExtendedChi2","TEST",0.82751388032079,0.795455282364116,0.592161378276335,-0.0267735965453421,-0.0313402657423451,-0.0297583509769949,-0.036061390377798,-0.0592544851223819,-0.0718050244546655
"PIMA","ExtendedChi2","TEST",0.757246376811594,0.726169348051202,0.454235842960801,-0.0184057971014492,-0.0237294469357248,-0.0199640693381279,-0.0267567017812723,-0.0393001657252832,-0.0526717672863276
"SAT","ExtendedChi2","TEST",0.860725388601036,0.834263156584326,0.828395669354527,0.00354058721934392,0.00413048296427662,0.00520200829683937,0.00627457734279874,0.00438334706452637,0.00528712155138452
"SEGMENTATION","ExtendedChi2","TEST",0.923400673400673,0.922058065988408,0.910634118967452,0.0195286195286193,0.0216055131309366,0.0227996594240327,0.0253538463000185,0.0227833894500558,0.0253357536429377
"SPAMBASE","ExtendedChi2","TEST",0.933599033816426,0.929810246355119,0.859712374864927,0.0317028985507246,0.0351513852993558,0.0307985381761352,0.0342582169908776,0.0561236019424598,0.0624281101479116
"SPECTFHEART","ExtendedChi2","TEST",0.804938271604938,0.68725190303343,0.382406997949374,0.0032921810699591,0.00410677618069847,0.0349644478527051,0.0536028212331905,0.0450677970414272,0.0690919267011514
"TAE","ExtendedChi2","TEST",0.448550724637681,0.362527731920014,0.173488472485441,-0.144202898550724,-0.243276283618582,-0.222521233562425,-0.380346341402263,-0.215956973626018,-0.369126323380364
"TEXTURE","ExtendedChi2","TEST",0.863232323232323,0.861730405969895,0.849555555555556,-0.0053131313131316,-0.00611727490521746,-0.00502569891498639,-0.00579828499235535,-0.00584444444444421,-0.00674289389080269
"THYROID","ExtendedChi2","TEST",0.992862654320988,0.961339796000546,0.948810057709469,0.0181481481481479,0.018618937169003,0.120910073917859,0.143866965602108,0.196203051124616,0.233455631053124
"TITANIC","ExtendedChi2","TEST",0.77979797979798,0.708782134654422,0.433894310384502,-0.0022222222222219,-0.00284164298630804,-0.00134224643515246,-0.00189015681040692,-0.00404076360925198,-0.00569021951204107
"VEHICLE","ExtendedChi2","TEST",0.699803149606299,0.693167443261835,0.599973388016278,-0.0162073490813651,-0.0226356304985341,-0.016204816964537,-0.0228438830683424,-0.0220972023665306,-0.0311503615315871
"VERTEBRAL","ExtendedChi2","TEST",0.791039426523297,0.720061649269522,0.664742908763803,-0.0526881720430112,-0.0624468988954976,-0.0838604589070584,-0.104314159362114,-0.0845566457973479,-0.105180147351757
"WAVE","ExtendedChi2","TEST",0.820377777777778,0.818583784691125,0.730571218914948,-0.00746666666666651,-0.00901940783292602,-0.00742238402902495,-0.00898586997301184,-0.0111842897653391,-0.0135402012586281
"WDBC","ExtendedChi2","TEST",0.950097465886939,0.946635208182384,0.893309028604696,-0.00633528265107197,-0.00662386629980622,-0.00678536250693362,-0.00711686187138573,-0.0135729400145583,-0.0142360469574777
"WILT","ExtendedChi2","TEST",0.965563978865151,0.763445128703551,0.532249763409221,-0.000907420169997564,-0.000938900179460523,-0.0887017554402816,-0.104092096199356,-0.173526255863793,-0.20363420801349
"WINE","ExtendedChi2","TEST",0.958805031446541,0.958631485268976,0.937293280295853,0.00125786163522035,0.00131362889983603,0.000728947395269741,0.000760982841623757,0.00209301768019399,0.00218500066284399
"WIRELESS","ExtendedChi2","TEST",0.972833333333333,0.972854766395377,0.963777777777778,-0.00675000000000026,-0.00689068481497261,-0.00672512039043127,-0.00686531081451427,-0.0089999999999999,-0.00918761207881742
"WISCONSIN","ExtendedChi2","TEST",0.963983739837398,0.960671730825844,0.921372694150013,0.000975609756097118,0.00101308569016417,0.00102951609818414,0.00107281243195028,0.0020393940335337,0.00212516081747453
"YEAST","ExtendedChi2","TEST",0.516704119850187,0.443152015774221,0.401210569658599,-0.0422846441947566,-0.0756448911222782,-0.0421584019442231,-0.0868689407955004,-0.0515856761850207,-0.106294186775419
"APPENDICITIS","ForestDisc","TEST",0.847916666666667,0.708396895191455,0.43577511621966,-0.0213541666666667,-0.024565608148592,-0.0660382254783166,-0.0852727668409502,-0.118450090734352,-0.152950308648076
"AUSTRA","ForestDisc","TEST",0.866908212560386,0.865051705900429,0.730718634736289,0.0211755233494363,0.0250380807311499,0.027222094643222,0.0324912061801848,0.0479585067153567,0.0572413603804149
"AUTOS","ForestDisc","TEST",0.700268817204301,0.618552618612324,0.601662889624896,0.0411290322580649,0.0623980424143562,0.0423790076005923,0.0735524966618602,0.062764735390464,0.108933721001648
"BALANCE","ForestDisc","TEST",0.82415329768271,0.588686968563531,0.678042478644039,-0.0278074866310161,-0.0326393974265091,-0.035575404066318,-0.0569879038463402,-0.0515877103588352,-0.082637866097087
"BANANA","ForestDisc","TEST",0.768511530398323,0.758445294466929,0.523620330092866,-0.0801048218029351,-0.0943946243731318,-0.0805063251664463,-0.0959606290546621,-0.162935086851553,-0.194212732937754
